ip,country,region_code
10.7.125.119,GB,EU
10.7.126.122,BR,APAC
10.7.127.125,JP,LATAM
10.7.128.128,US,NA
10.7.129.131,IN,EU
10.7.130.134,DE,APAC
10.7.131.137,GB,LATAM
10.7.132.140,BR,NA
10.7.133.143,JP,EU
10.7.134.146,US,APAC
10.7.135.149,IN,LATAM
10.7.136.152,DE,NA
10.7.137.155,GB,EU
10.7.138.158,BR,APAC
10.7.139.161,JP,LATAM
10.7.140.164,US,NA
10.7.141.167,IN,EU
10.7.142.170,DE,APAC
10.7.143.173,GB,LATAM
10.7.144.176,BR,NA
10.7.145.179,JP,EU
10.7.146.182,US,APAC
10.7.147.185,IN,LATAM
10.7.148.188,DE,NA
10.7.149.191,GB,EU
10.7.150.194,BR,APAC
10.7.151.197,JP,LATAM
10.7.152.200,US,NA
10.7.153.203,IN,EU
10.7.154.206,DE,APAC
10.7.155.209,GB,LATAM
10.7.156.212,BR,NA
10.7.157.215,JP,EU
10.7.158.218,US,APAC
10.7.159.221,IN,LATAM
10.7.160.224,DE,NA
10.7.161.227,GB,EU
10.7.162.230,BR,APAC
10.7.163.233,JP,LATAM
10.7.164.236,US,NA
10.7.165.239,IN,EU
10.7.166.242,DE,APAC
10.7.167.245,GB,LATAM
10.7.168.248,BR,NA
10.7.169.251,JP,EU
10.7.170.254,US,APAC
10.7.171.1,IN,LATAM
10.7.172.4,DE,NA
10.7.173.7,GB,EU
10.7.174.10,BR,APAC
10.7.175.13,JP,LATAM
10.7.176.16,US,NA
10.7.177.19,IN,EU
10.7.178.22,DE,APAC
10.7.179.25,GB,LATAM
10.7.180.28,BR,NA
10.7.181.31,JP,EU
10.7.182.34,US,APAC
10.7.183.37,IN,LATAM
10.7.184.40,DE,NA
10.7.185.43,GB,EU
10.7.186.46,BR,APAC
10.7.187.49,JP,LATAM
10.7.188.52,US,NA
10.7.189.55,IN,EU
10.7.190.58,DE,APAC
10.7.191.61,GB,LATAM
10.7.192.64,BR,NA
10.7.193.67,JP,EU
10.7.194.70,US,APAC
10.7.195.73,IN,LATAM
10.7.196.76,DE,NA
10.7.197.79,GB,EU
10.7.198.82,BR,APAC
10.7.199.85,JP,LATAM
10.7.200.88,US,NA
10.7.201.91,IN,EU
10.7.202.94,DE,APAC
10.7.203.97,GB,LATAM
10.7.204.100,BR,NA
10.7.205.103,JP,EU
10.7.206.106,US,APAC
10.7.207.109,IN,LATAM
