po_id,vendor_id,sku,qty,status,brand_code,warehouse_id
PO-002227,V-PUMA-01,PUMA-SKU-00227,36,received,PUMA,WH-DEL-01
PO-002228,V-NIKE-01,NIKE-SKU-00228,37,closed,NIKE,WH-BLR-01
PO-002229,V-PUMA-01,PUMA-SKU-00229,38,open,PUMA,WH-CHN-01
PO-002230,V-NIKE-01,NIKE-SKU-00230,39,shipped,NIKE,WH-KOL-01
PO-002231,V-PUMA-01,PUMA-SKU-00231,40,received,PUMA,WH-MUM-01
PO-002232,V-NIKE-01,NIKE-SKU-00232,41,closed,NIKE,WH-DEL-01
PO-002233,V-PUMA-01,PUMA-SKU-00233,42,open,PUMA,WH-BLR-01
PO-002234,V-NIKE-01,NIKE-SKU-00234,43,shipped,NIKE,WH-CHN-01
PO-002235,V-PUMA-01,PUMA-SKU-00235,44,received,PUMA,WH-KOL-01
PO-002236,V-NIKE-01,NIKE-SKU-00236,45,closed,NIKE,WH-MUM-01
PO-002237,V-PUMA-01,PUMA-SKU-00237,46,open,PUMA,WH-DEL-01
PO-002238,V-NIKE-01,NIKE-SKU-00238,47,shipped,NIKE,WH-BLR-01
PO-002239,V-PUMA-01,PUMA-SKU-00239,48,received,PUMA,WH-CHN-01
PO-002240,V-NIKE-01,NIKE-SKU-00240,49,closed,NIKE,WH-KOL-01
PO-002241,V-PUMA-01,PUMA-SKU-00241,50,open,PUMA,WH-MUM-01
PO-002242,V-NIKE-01,NIKE-SKU-00242,51,shipped,NIKE,WH-DEL-01
PO-002243,V-PUMA-01,PUMA-SKU-00243,52,received,PUMA,WH-BLR-01
PO-002244,V-NIKE-01,NIKE-SKU-00244,53,closed,NIKE,WH-CHN-01
PO-002245,V-PUMA-01,PUMA-SKU-00245,54,open,PUMA,WH-KOL-01
PO-002246,V-NIKE-01,NIKE-SKU-00246,55,shipped,NIKE,WH-MUM-01
PO-002247,V-PUMA-01,PUMA-SKU-00247,56,received,PUMA,WH-DEL-01
PO-002248,V-NIKE-01,NIKE-SKU-00248,57,closed,NIKE,WH-BLR-01
PO-002249,V-PUMA-01,PUMA-SKU-00249,58,open,PUMA,WH-CHN-01
PO-002250,V-NIKE-01,NIKE-SKU-00250,59,shipped,NIKE,WH-KOL-01
PO-002251,V-PUMA-01,PUMA-SKU-00001,60,received,PUMA,WH-MUM-01
PO-002252,V-NIKE-01,NIKE-SKU-00002,61,closed,NIKE,WH-DEL-01
PO-002253,V-PUMA-01,PUMA-SKU-00003,62,open,PUMA,WH-BLR-01
PO-002254,V-NIKE-01,NIKE-SKU-00004,63,shipped,NIKE,WH-CHN-01
PO-002255,V-PUMA-01,PUMA-SKU-00005,64,received,PUMA,WH-KOL-01
PO-002256,V-NIKE-01,NIKE-SKU-00006,65,closed,NIKE,WH-MUM-01
PO-002257,V-PUMA-01,PUMA-SKU-00007,66,open,PUMA,WH-DEL-01
PO-002258,V-NIKE-01,NIKE-SKU-00008,67,shipped,NIKE,WH-BLR-01
PO-002259,V-PUMA-01,PUMA-SKU-00009,68,received,PUMA,WH-CHN-01
PO-002260,V-NIKE-01,NIKE-SKU-00010,69,closed,NIKE,WH-KOL-01
PO-002261,V-PUMA-01,PUMA-SKU-00011,70,open,PUMA,WH-MUM-01
PO-002262,V-NIKE-01,NIKE-SKU-00012,71,shipped,NIKE,WH-DEL-01
PO-002263,V-PUMA-01,PUMA-SKU-00013,72,received,PUMA,WH-BLR-01
PO-002264,V-NIKE-01,NIKE-SKU-00014,73,closed,NIKE,WH-CHN-01
PO-002265,V-PUMA-01,PUMA-SKU-00015,74,open,PUMA,WH-KOL-01
PO-002266,V-NIKE-01,NIKE-SKU-00016,75,shipped,NIKE,WH-MUM-01
PO-002267,V-PUMA-01,PUMA-SKU-00017,76,received,PUMA,WH-DEL-01
PO-002268,V-NIKE-01,NIKE-SKU-00018,77,closed,NIKE,WH-BLR-01
PO-002269,V-PUMA-01,PUMA-SKU-00019,78,open,PUMA,WH-CHN-01
PO-002270,V-NIKE-01,NIKE-SKU-00020,79,shipped,NIKE,WH-KOL-01
PO-002271,V-PUMA-01,PUMA-SKU-00021,80,received,PUMA,WH-MUM-01
PO-002272,V-NIKE-01,NIKE-SKU-00022,81,closed,NIKE,WH-DEL-01
PO-002273,V-PUMA-01,PUMA-SKU-00023,82,open,PUMA,WH-BLR-01
PO-002274,V-NIKE-01,NIKE-SKU-00024,83,shipped,NIKE,WH-CHN-01
PO-002275,V-PUMA-01,PUMA-SKU-00025,84,received,PUMA,WH-KOL-01
PO-002276,V-NIKE-01,NIKE-SKU-00026,85,closed,NIKE,WH-MUM-01
PO-002277,V-PUMA-01,PUMA-SKU-00027,86,open,PUMA,WH-DEL-01
PO-002278,V-NIKE-01,NIKE-SKU-00028,87,shipped,NIKE,WH-BLR-01
PO-002279,V-PUMA-01,PUMA-SKU-00029,88,received,PUMA,WH-CHN-01
PO-002280,V-NIKE-01,NIKE-SKU-00030,89,closed,NIKE,WH-KOL-01
PO-002281,V-PUMA-01,PUMA-SKU-00031,90,open,PUMA,WH-MUM-01
PO-002282,V-NIKE-01,NIKE-SKU-00032,91,shipped,NIKE,WH-DEL-01
PO-002283,V-PUMA-01,PUMA-SKU-00033,92,received,PUMA,WH-BLR-01
PO-002284,V-NIKE-01,NIKE-SKU-00034,93,closed,NIKE,WH-CHN-01
PO-002285,V-PUMA-01,PUMA-SKU-00035,94,open,PUMA,WH-KOL-01
PO-002286,V-NIKE-01,NIKE-SKU-00036,95,shipped,NIKE,WH-MUM-01
PO-002287,V-PUMA-01,PUMA-SKU-00037,96,received,PUMA,WH-DEL-01
PO-002288,V-NIKE-01,NIKE-SKU-00038,97,closed,NIKE,WH-BLR-01
PO-002289,V-PUMA-01,PUMA-SKU-00039,98,open,PUMA,WH-CHN-01
PO-002290,V-NIKE-01,NIKE-SKU-00040,99,shipped,NIKE,WH-KOL-01
PO-002291,V-PUMA-01,PUMA-SKU-00041,100,received,PUMA,WH-MUM-01
PO-002292,V-NIKE-01,NIKE-SKU-00042,101,closed,NIKE,WH-DEL-01
PO-002293,V-PUMA-01,PUMA-SKU-00043,102,open,PUMA,WH-BLR-01
PO-002294,V-NIKE-01,NIKE-SKU-00044,103,shipped,NIKE,WH-CHN-01
PO-002295,V-PUMA-01,PUMA-SKU-00045,104,received,PUMA,WH-KOL-01
PO-002296,V-NIKE-01,NIKE-SKU-00046,105,closed,NIKE,WH-MUM-01
PO-002297,V-PUMA-01,PUMA-SKU-00047,106,open,PUMA,WH-DEL-01
PO-002298,V-NIKE-01,NIKE-SKU-00048,107,shipped,NIKE,WH-BLR-01
PO-002299,V-PUMA-01,PUMA-SKU-00049,108,received,PUMA,WH-CHN-01
PO-002300,V-NIKE-01,NIKE-SKU-00050,109,closed,NIKE,WH-KOL-01
PO-002301,V-PUMA-01,PUMA-SKU-00051,110,open,PUMA,WH-MUM-01
PO-002302,V-NIKE-01,NIKE-SKU-00052,111,shipped,NIKE,WH-DEL-01
PO-002303,V-PUMA-01,PUMA-SKU-00053,112,received,PUMA,WH-BLR-01
PO-002304,V-NIKE-01,NIKE-SKU-00054,113,closed,NIKE,WH-CHN-01
PO-002305,V-PUMA-01,PUMA-SKU-00055,114,open,PUMA,WH-KOL-01
PO-002306,V-NIKE-01,NIKE-SKU-00056,115,shipped,NIKE,WH-MUM-01
PO-002307,V-PUMA-01,PUMA-SKU-00057,116,received,PUMA,WH-DEL-01
PO-002308,V-NIKE-01,NIKE-SKU-00058,117,closed,NIKE,WH-BLR-01
PO-002309,V-PUMA-01,PUMA-SKU-00059,118,open,PUMA,WH-CHN-01
PO-002310,V-NIKE-01,NIKE-SKU-00060,119,shipped,NIKE,WH-KOL-01
PO-002311,V-PUMA-01,PUMA-SKU-00061,120,received,PUMA,WH-MUM-01
PO-002312,V-NIKE-01,NIKE-SKU-00062,121,closed,NIKE,WH-DEL-01
PO-002313,V-PUMA-01,PUMA-SKU-00063,122,open,PUMA,WH-BLR-01
PO-002314,V-NIKE-01,NIKE-SKU-00064,123,shipped,NIKE,WH-CHN-01
PO-002315,V-PUMA-01,PUMA-SKU-00065,124,received,PUMA,WH-KOL-01
PO-002316,V-NIKE-01,NIKE-SKU-00066,125,closed,NIKE,WH-MUM-01
PO-002317,V-PUMA-01,PUMA-SKU-00067,126,open,PUMA,WH-DEL-01
PO-002318,V-NIKE-01,NIKE-SKU-00068,127,shipped,NIKE,WH-BLR-01
PO-002319,V-PUMA-01,PUMA-SKU-00069,128,received,PUMA,WH-CHN-01
PO-002320,V-NIKE-01,NIKE-SKU-00070,129,closed,NIKE,WH-KOL-01
PO-002321,V-PUMA-01,PUMA-SKU-00071,130,open,PUMA,WH-MUM-01
PO-002322,V-NIKE-01,NIKE-SKU-00072,131,shipped,NIKE,WH-DEL-01
PO-002323,V-PUMA-01,PUMA-SKU-00073,132,received,PUMA,WH-BLR-01
PO-002324,V-NIKE-01,NIKE-SKU-00074,133,closed,NIKE,WH-CHN-01
PO-002325,V-PUMA-01,PUMA-SKU-00075,134,open,PUMA,WH-KOL-01
PO-002326,V-NIKE-01,NIKE-SKU-00076,135,shipped,NIKE,WH-MUM-01
PO-002327,V-PUMA-01,PUMA-SKU-00077,136,received,PUMA,WH-DEL-01
PO-002328,V-NIKE-01,NIKE-SKU-00078,137,closed,NIKE,WH-BLR-01
PO-002329,V-PUMA-01,PUMA-SKU-00079,138,open,PUMA,WH-CHN-01
PO-002330,V-NIKE-01,NIKE-SKU-00080,139,shipped,NIKE,WH-KOL-01
PO-002331,V-PUMA-01,PUMA-SKU-00081,140,received,PUMA,WH-MUM-01
PO-002332,V-NIKE-01,NIKE-SKU-00082,141,closed,NIKE,WH-DEL-01
PO-002333,V-PUMA-01,PUMA-SKU-00083,142,open,PUMA,WH-BLR-01
PO-002334,V-NIKE-01,NIKE-SKU-00084,143,shipped,NIKE,WH-CHN-01
PO-002335,V-PUMA-01,PUMA-SKU-00085,144,received,PUMA,WH-KOL-01
PO-002336,V-NIKE-01,NIKE-SKU-00086,145,closed,NIKE,WH-MUM-01
PO-002337,V-PUMA-01,PUMA-SKU-00087,146,open,PUMA,WH-DEL-01
PO-002338,V-NIKE-01,NIKE-SKU-00088,147,shipped,NIKE,WH-BLR-01
PO-002339,V-PUMA-01,PUMA-SKU-00089,148,received,PUMA,WH-CHN-01
PO-002340,V-NIKE-01,NIKE-SKU-00090,149,closed,NIKE,WH-KOL-01
PO-002341,V-PUMA-01,PUMA-SKU-00091,150,open,PUMA,WH-MUM-01
PO-002342,V-NIKE-01,NIKE-SKU-00092,151,shipped,NIKE,WH-DEL-01
PO-002343,V-PUMA-01,PUMA-SKU-00093,152,received,PUMA,WH-BLR-01
PO-002344,V-NIKE-01,NIKE-SKU-00094,153,closed,NIKE,WH-CHN-01
PO-002345,V-PUMA-01,PUMA-SKU-00095,154,open,PUMA,WH-KOL-01
PO-002346,V-NIKE-01,NIKE-SKU-00096,155,shipped,NIKE,WH-MUM-01
PO-002347,V-PUMA-01,PUMA-SKU-00097,156,received,PUMA,WH-DEL-01
PO-002348,V-NIKE-01,NIKE-SKU-00098,157,closed,NIKE,WH-BLR-01
PO-002349,V-PUMA-01,PUMA-SKU-00099,158,open,PUMA,WH-CHN-01
PO-002350,V-NIKE-01,NIKE-SKU-00100,159,shipped,NIKE,WH-KOL-01
PO-002351,V-PUMA-01,PUMA-SKU-00101,160,received,PUMA,WH-MUM-01
PO-002352,V-NIKE-01,NIKE-SKU-00102,161,closed,NIKE,WH-DEL-01
PO-002353,V-PUMA-01,PUMA-SKU-00103,162,open,PUMA,WH-BLR-01
PO-002354,V-NIKE-01,NIKE-SKU-00104,163,shipped,NIKE,WH-CHN-01
PO-002355,V-PUMA-01,PUMA-SKU-00105,164,received,PUMA,WH-KOL-01
PO-002356,V-NIKE-01,NIKE-SKU-00106,165,closed,NIKE,WH-MUM-01
PO-002357,V-PUMA-01,PUMA-SKU-00107,166,open,PUMA,WH-DEL-01
PO-002358,V-NIKE-01,NIKE-SKU-00108,167,shipped,NIKE,WH-BLR-01
PO-002359,V-PUMA-01,PUMA-SKU-00109,168,received,PUMA,WH-CHN-01
PO-002360,V-NIKE-01,NIKE-SKU-00110,169,closed,NIKE,WH-KOL-01
PO-002361,V-PUMA-01,PUMA-SKU-00111,170,open,PUMA,WH-MUM-01
PO-002362,V-NIKE-01,NIKE-SKU-00112,171,shipped,NIKE,WH-DEL-01
PO-002363,V-PUMA-01,PUMA-SKU-00113,172,received,PUMA,WH-BLR-01
PO-002364,V-NIKE-01,NIKE-SKU-00114,173,closed,NIKE,WH-CHN-01
PO-002365,V-PUMA-01,PUMA-SKU-00115,174,open,PUMA,WH-KOL-01
PO-002366,V-NIKE-01,NIKE-SKU-00116,175,shipped,NIKE,WH-MUM-01
PO-002367,V-PUMA-01,PUMA-SKU-00117,176,received,PUMA,WH-DEL-01
PO-002368,V-NIKE-01,NIKE-SKU-00118,177,closed,NIKE,WH-BLR-01
PO-002369,V-PUMA-01,PUMA-SKU-00119,178,open,PUMA,WH-CHN-01
PO-002370,V-NIKE-01,NIKE-SKU-00120,179,shipped,NIKE,WH-KOL-01
PO-002371,V-PUMA-01,PUMA-SKU-00121,180,received,PUMA,WH-MUM-01
PO-002372,V-NIKE-01,NIKE-SKU-00122,181,closed,NIKE,WH-DEL-01
PO-002373,V-PUMA-01,PUMA-SKU-00123,182,open,PUMA,WH-BLR-01
PO-002374,V-NIKE-01,NIKE-SKU-00124,183,shipped,NIKE,WH-CHN-01
PO-002375,V-PUMA-01,PUMA-SKU-00125,184,received,PUMA,WH-KOL-01
PO-002376,V-NIKE-01,NIKE-SKU-00126,185,closed,NIKE,WH-MUM-01
PO-002377,V-PUMA-01,PUMA-SKU-00127,186,open,PUMA,WH-DEL-01
PO-002378,V-NIKE-01,NIKE-SKU-00128,187,shipped,NIKE,WH-BLR-01
PO-002379,V-PUMA-01,PUMA-SKU-00129,188,received,PUMA,WH-CHN-01
PO-002380,V-NIKE-01,NIKE-SKU-00130,189,closed,NIKE,WH-KOL-01
PO-002381,V-PUMA-01,PUMA-SKU-00131,190,open,PUMA,WH-MUM-01
PO-002382,V-NIKE-01,NIKE-SKU-00132,191,shipped,NIKE,WH-DEL-01
PO-002383,V-PUMA-01,PUMA-SKU-00133,192,received,PUMA,WH-BLR-01
PO-002384,V-NIKE-01,NIKE-SKU-00134,193,closed,NIKE,WH-CHN-01
PO-002385,V-PUMA-01,PUMA-SKU-00135,194,open,PUMA,WH-KOL-01
PO-002386,V-NIKE-01,NIKE-SKU-00136,195,shipped,NIKE,WH-MUM-01
PO-002387,V-PUMA-01,PUMA-SKU-00137,196,received,PUMA,WH-DEL-01
PO-002388,V-NIKE-01,NIKE-SKU-00138,197,closed,NIKE,WH-BLR-01
PO-002389,V-PUMA-01,PUMA-SKU-00139,198,open,PUMA,WH-CHN-01
PO-002390,V-NIKE-01,NIKE-SKU-00140,199,shipped,NIKE,WH-KOL-01
PO-002391,V-PUMA-01,PUMA-SKU-00141,200,received,PUMA,WH-MUM-01
PO-002392,V-NIKE-01,NIKE-SKU-00142,201,closed,NIKE,WH-DEL-01
PO-002393,V-PUMA-01,PUMA-SKU-00143,202,open,PUMA,WH-BLR-01
PO-002394,V-NIKE-01,NIKE-SKU-00144,203,shipped,NIKE,WH-CHN-01
PO-002395,V-PUMA-01,PUMA-SKU-00145,204,received,PUMA,WH-KOL-01
PO-002396,V-NIKE-01,NIKE-SKU-00146,205,closed,NIKE,WH-MUM-01
PO-002397,V-PUMA-01,PUMA-SKU-00147,206,open,PUMA,WH-DEL-01
PO-002398,V-NIKE-01,NIKE-SKU-00148,207,shipped,NIKE,WH-BLR-01
PO-002399,V-PUMA-01,PUMA-SKU-00149,208,received,PUMA,WH-CHN-01
PO-002400,V-NIKE-01,NIKE-SKU-00150,209,closed,NIKE,WH-KOL-01
PO-002401,V-PUMA-01,PUMA-SKU-00151,10,open,PUMA,WH-MUM-01
PO-002402,V-NIKE-01,NIKE-SKU-00152,11,shipped,NIKE,WH-DEL-01
PO-002403,V-PUMA-01,PUMA-SKU-00153,12,received,PUMA,WH-BLR-01
PO-002404,V-NIKE-01,NIKE-SKU-00154,13,closed,NIKE,WH-CHN-01
PO-002405,V-PUMA-01,PUMA-SKU-00155,14,open,PUMA,WH-KOL-01
PO-002406,V-NIKE-01,NIKE-SKU-00156,15,shipped,NIKE,WH-MUM-01
PO-002407,V-PUMA-01,PUMA-SKU-00157,16,received,PUMA,WH-DEL-01
PO-002408,V-NIKE-01,NIKE-SKU-00158,17,closed,NIKE,WH-BLR-01
PO-002409,V-PUMA-01,PUMA-SKU-00159,18,open,PUMA,WH-CHN-01
PO-002410,V-NIKE-01,NIKE-SKU-00160,19,shipped,NIKE,WH-KOL-01
PO-002411,V-PUMA-01,PUMA-SKU-00161,20,received,PUMA,WH-MUM-01
PO-002412,V-NIKE-01,NIKE-SKU-00162,21,closed,NIKE,WH-DEL-01
PO-002413,V-PUMA-01,PUMA-SKU-00163,22,open,PUMA,WH-BLR-01
PO-002414,V-NIKE-01,NIKE-SKU-00164,23,shipped,NIKE,WH-CHN-01
PO-002415,V-PUMA-01,PUMA-SKU-00165,24,received,PUMA,WH-KOL-01
PO-002416,V-NIKE-01,NIKE-SKU-00166,25,closed,NIKE,WH-MUM-01
PO-002417,V-PUMA-01,PUMA-SKU-00167,26,open,PUMA,WH-DEL-01
PO-002418,V-NIKE-01,NIKE-SKU-00168,27,shipped,NIKE,WH-BLR-01
PO-002419,V-PUMA-01,PUMA-SKU-00169,28,received,PUMA,WH-CHN-01
PO-002420,V-NIKE-01,NIKE-SKU-00170,29,closed,NIKE,WH-KOL-01
PO-002421,V-PUMA-01,PUMA-SKU-00171,30,open,PUMA,WH-MUM-01
PO-002422,V-NIKE-01,NIKE-SKU-00172,31,shipped,NIKE,WH-DEL-01
PO-002423,V-PUMA-01,PUMA-SKU-00173,32,received,PUMA,WH-BLR-01
PO-002424,V-NIKE-01,NIKE-SKU-00174,33,closed,NIKE,WH-CHN-01
PO-002425,V-PUMA-01,PUMA-SKU-00175,34,open,PUMA,WH-KOL-01
PO-002426,V-NIKE-01,NIKE-SKU-00176,35,shipped,NIKE,WH-MUM-01
PO-002427,V-PUMA-01,PUMA-SKU-00177,36,received,PUMA,WH-DEL-01
PO-002428,V-NIKE-01,NIKE-SKU-00178,37,closed,NIKE,WH-BLR-01
PO-002429,V-PUMA-01,PUMA-SKU-00179,38,open,PUMA,WH-CHN-01
PO-002430,V-NIKE-01,NIKE-SKU-00180,39,shipped,NIKE,WH-KOL-01
PO-002431,V-PUMA-01,PUMA-SKU-00181,40,received,PUMA,WH-MUM-01
PO-002432,V-NIKE-01,NIKE-SKU-00182,41,closed,NIKE,WH-DEL-01
PO-002433,V-PUMA-01,PUMA-SKU-00183,42,open,PUMA,WH-BLR-01
PO-002434,V-NIKE-01,NIKE-SKU-00184,43,shipped,NIKE,WH-CHN-01
PO-002435,V-PUMA-01,PUMA-SKU-00185,44,received,PUMA,WH-KOL-01
PO-002436,V-NIKE-01,NIKE-SKU-00186,45,closed,NIKE,WH-MUM-01
PO-002437,V-PUMA-01,PUMA-SKU-00187,46,open,PUMA,WH-DEL-01
PO-002438,V-NIKE-01,NIKE-SKU-00188,47,shipped,NIKE,WH-BLR-01
PO-002439,V-PUMA-01,PUMA-SKU-00189,48,received,PUMA,WH-CHN-01
PO-002440,V-NIKE-01,NIKE-SKU-00190,49,closed,NIKE,WH-KOL-01
PO-002441,V-PUMA-01,PUMA-SKU-00191,50,open,PUMA,WH-MUM-01
PO-002442,V-NIKE-01,NIKE-SKU-00192,51,shipped,NIKE,WH-DEL-01
PO-002443,V-PUMA-01,PUMA-SKU-00193,52,received,PUMA,WH-BLR-01
PO-002444,V-NIKE-01,NIKE-SKU-00194,53,closed,NIKE,WH-CHN-01
PO-002445,V-PUMA-01,PUMA-SKU-00195,54,open,PUMA,WH-KOL-01
PO-002446,V-NIKE-01,NIKE-SKU-00196,55,shipped,NIKE,WH-MUM-01
PO-002447,V-PUMA-01,PUMA-SKU-00197,56,received,PUMA,WH-DEL-01
PO-002448,V-NIKE-01,NIKE-SKU-00198,57,closed,NIKE,WH-BLR-01
PO-002449,V-PUMA-01,PUMA-SKU-00199,58,open,PUMA,WH-CHN-01
PO-002450,V-NIKE-01,NIKE-SKU-00200,59,shipped,NIKE,WH-KOL-01
PO-002451,V-PUMA-01,PUMA-SKU-00201,60,received,PUMA,WH-MUM-01
PO-002452,V-NIKE-01,NIKE-SKU-00202,61,closed,NIKE,WH-DEL-01
PO-002453,V-PUMA-01,PUMA-SKU-00203,62,open,PUMA,WH-BLR-01
PO-002454,V-NIKE-01,NIKE-SKU-00204,63,shipped,NIKE,WH-CHN-01
PO-002455,V-PUMA-01,PUMA-SKU-00205,64,received,PUMA,WH-KOL-01
PO-002456,V-NIKE-01,NIKE-SKU-00206,65,closed,NIKE,WH-MUM-01
PO-002457,V-PUMA-01,PUMA-SKU-00207,66,open,PUMA,WH-DEL-01
PO-002458,V-NIKE-01,NIKE-SKU-00208,67,shipped,NIKE,WH-BLR-01
PO-002459,V-PUMA-01,PUMA-SKU-00209,68,received,PUMA,WH-CHN-01
PO-002460,V-NIKE-01,NIKE-SKU-00210,69,closed,NIKE,WH-KOL-01
PO-002461,V-PUMA-01,PUMA-SKU-00211,70,open,PUMA,WH-MUM-01
PO-002462,V-NIKE-01,NIKE-SKU-00212,71,shipped,NIKE,WH-DEL-01
PO-002463,V-PUMA-01,PUMA-SKU-00213,72,received,PUMA,WH-BLR-01
PO-002464,V-NIKE-01,NIKE-SKU-00214,73,closed,NIKE,WH-CHN-01
PO-002465,V-PUMA-01,PUMA-SKU-00215,74,open,PUMA,WH-KOL-01
PO-002466,V-NIKE-01,NIKE-SKU-00216,75,shipped,NIKE,WH-MUM-01
PO-002467,V-PUMA-01,PUMA-SKU-00217,76,received,PUMA,WH-DEL-01
PO-002468,V-NIKE-01,NIKE-SKU-00218,77,closed,NIKE,WH-BLR-01
PO-002469,V-PUMA-01,PUMA-SKU-00219,78,open,PUMA,WH-CHN-01
PO-002470,V-NIKE-01,NIKE-SKU-00220,79,shipped,NIKE,WH-KOL-01
PO-002471,V-PUMA-01,PUMA-SKU-00221,80,received,PUMA,WH-MUM-01
PO-002472,V-NIKE-01,NIKE-SKU-00222,81,closed,NIKE,WH-DEL-01
PO-002473,V-PUMA-01,PUMA-SKU-00223,82,open,PUMA,WH-BLR-01
PO-002474,V-NIKE-01,NIKE-SKU-00224,83,shipped,NIKE,WH-CHN-01
PO-002475,V-PUMA-01,PUMA-SKU-00225,84,received,PUMA,WH-KOL-01
PO-002476,V-NIKE-01,NIKE-SKU-00226,85,closed,NIKE,WH-MUM-01
PO-002477,V-PUMA-01,PUMA-SKU-00227,86,open,PUMA,WH-DEL-01
PO-002478,V-NIKE-01,NIKE-SKU-00228,87,shipped,NIKE,WH-BLR-01
PO-002479,V-PUMA-01,PUMA-SKU-00229,88,received,PUMA,WH-CHN-01
PO-002480,V-NIKE-01,NIKE-SKU-00230,89,closed,NIKE,WH-KOL-01
PO-002481,V-PUMA-01,PUMA-SKU-00231,90,open,PUMA,WH-MUM-01
PO-002482,V-NIKE-01,NIKE-SKU-00232,91,shipped,NIKE,WH-DEL-01
PO-002483,V-PUMA-01,PUMA-SKU-00233,92,received,PUMA,WH-BLR-01
PO-002484,V-NIKE-01,NIKE-SKU-00234,93,closed,NIKE,WH-CHN-01
PO-002485,V-PUMA-01,PUMA-SKU-00235,94,open,PUMA,WH-KOL-01
PO-002486,V-NIKE-01,NIKE-SKU-00236,95,shipped,NIKE,WH-MUM-01
PO-002487,V-PUMA-01,PUMA-SKU-00237,96,received,PUMA,WH-DEL-01
PO-002488,V-NIKE-01,NIKE-SKU-00238,97,closed,NIKE,WH-BLR-01
PO-002489,V-PUMA-01,PUMA-SKU-00239,98,open,PUMA,WH-CHN-01
PO-002490,V-NIKE-01,NIKE-SKU-00240,99,shipped,NIKE,WH-KOL-01
PO-002491,V-PUMA-01,PUMA-SKU-00241,100,received,PUMA,WH-MUM-01
PO-002492,V-NIKE-01,NIKE-SKU-00242,101,closed,NIKE,WH-DEL-01
PO-002493,V-PUMA-01,PUMA-SKU-00243,102,open,PUMA,WH-BLR-01
PO-002494,V-NIKE-01,NIKE-SKU-00244,103,shipped,NIKE,WH-CHN-01
PO-002495,V-PUMA-01,PUMA-SKU-00245,104,received,PUMA,WH-KOL-01
PO-002496,V-NIKE-01,NIKE-SKU-00246,105,closed,NIKE,WH-MUM-01
PO-002497,V-PUMA-01,PUMA-SKU-00247,106,open,PUMA,WH-DEL-01
PO-002498,V-NIKE-01,NIKE-SKU-00248,107,shipped,NIKE,WH-BLR-01
PO-002499,V-PUMA-01,PUMA-SKU-00249,108,received,PUMA,WH-CHN-01
PO-002500,V-NIKE-01,NIKE-SKU-00250,109,closed,NIKE,WH-KOL-01
PO-002501,V-PUMA-01,PUMA-SKU-00001,110,open,PUMA,WH-MUM-01
PO-002502,V-NIKE-01,NIKE-SKU-00002,111,shipped,NIKE,WH-DEL-01
PO-002503,V-PUMA-01,PUMA-SKU-00003,112,received,PUMA,WH-BLR-01
PO-002504,V-NIKE-01,NIKE-SKU-00004,113,closed,NIKE,WH-CHN-01
PO-002505,V-PUMA-01,PUMA-SKU-00005,114,open,PUMA,WH-KOL-01
PO-002506,V-NIKE-01,NIKE-SKU-00006,115,shipped,NIKE,WH-MUM-01
PO-002507,V-PUMA-01,PUMA-SKU-00007,116,received,PUMA,WH-DEL-01
PO-002508,V-NIKE-01,NIKE-SKU-00008,117,closed,NIKE,WH-BLR-01
PO-002509,V-PUMA-01,PUMA-SKU-00009,118,open,PUMA,WH-CHN-01
PO-002510,V-NIKE-01,NIKE-SKU-00010,119,shipped,NIKE,WH-KOL-01
PO-002511,V-PUMA-01,PUMA-SKU-00011,120,received,PUMA,WH-MUM-01
PO-002512,V-NIKE-01,NIKE-SKU-00012,121,closed,NIKE,WH-DEL-01
PO-002513,V-PUMA-01,PUMA-SKU-00013,122,open,PUMA,WH-BLR-01
PO-002514,V-NIKE-01,NIKE-SKU-00014,123,shipped,NIKE,WH-CHN-01
PO-002515,V-PUMA-01,PUMA-SKU-00015,124,received,PUMA,WH-KOL-01
PO-002516,V-NIKE-01,NIKE-SKU-00016,125,closed,NIKE,WH-MUM-01
PO-002517,V-PUMA-01,PUMA-SKU-00017,126,open,PUMA,WH-DEL-01
PO-002518,V-NIKE-01,NIKE-SKU-00018,127,shipped,NIKE,WH-BLR-01
PO-002519,V-PUMA-01,PUMA-SKU-00019,128,received,PUMA,WH-CHN-01
PO-002520,V-NIKE-01,NIKE-SKU-00020,129,closed,NIKE,WH-KOL-01
PO-002521,V-PUMA-01,PUMA-SKU-00021,130,open,PUMA,WH-MUM-01
PO-002522,V-NIKE-01,NIKE-SKU-00022,131,shipped,NIKE,WH-DEL-01
PO-002523,V-PUMA-01,PUMA-SKU-00023,132,received,PUMA,WH-BLR-01
PO-002524,V-NIKE-01,NIKE-SKU-00024,133,closed,NIKE,WH-CHN-01
PO-002525,V-PUMA-01,PUMA-SKU-00025,134,open,PUMA,WH-KOL-01
PO-002526,V-NIKE-01,NIKE-SKU-00026,135,shipped,NIKE,WH-MUM-01
PO-002527,V-PUMA-01,PUMA-SKU-00027,136,received,PUMA,WH-DEL-01
PO-002528,V-NIKE-01,NIKE-SKU-00028,137,closed,NIKE,WH-BLR-01
PO-002529,V-PUMA-01,PUMA-SKU-00029,138,open,PUMA,WH-CHN-01
PO-002530,V-NIKE-01,NIKE-SKU-00030,139,shipped,NIKE,WH-KOL-01
PO-002531,V-PUMA-01,PUMA-SKU-00031,140,received,PUMA,WH-MUM-01
